Date(UTC)	Depth(m)	Temperature(C)	PAR	Angle	Dryness
2015-08-31 22:52:33.00	-0.11	322.670	1.54	37.000	0
2015-08-31 23:22:33.00	-0.11	322.670	1.53	37.000	0
2015-08-31 23:52:33.00	-0.12	322.670	1.56	36.000	0
2015-09-01 00:22:33.00	-0.09	322.670	1.56	36.000	0
2015-09-01 00:52:33.00	-0.11	322.670	1.54	36.000	0
2015-09-01 03:22:33.00	-0.11	322.670	1.53	36.000	0
2015-09-01 03:52:33.00	-0.10	322.670	1.55	37.000	0
2015-09-01 04:22:33.00	-0.14	322.670	1.53	36.000	0
2015-09-01 04:52:33.00	-0.14	322.670	1.54	37.000	0
2015-09-01 05:22:33.00	-0.11	322.670	1.55	36.000	0
2015-09-01 05:52:33.00	-0.15	322.670	1.54	36.000	0
2015-09-01 06:22:33.00	-0.17	322.670	1.55	37.000	0
2015-09-01 06:52:33.00	-0.14	322.670	1.54	37.000	0
2015-09-01 07:22:33.00	-0.14	322.670	1.56	36.000	0
2015-09-01 07:52:33.00	-0.15	322.670	1.54	36.000	0
2015-09-01 08:22:33.00	-0.14	322.670	1.54	36.000	0
2015-09-01 08:52:33.00	-0.17	322.670	1.53	36.000	0
2015-09-01 09:22:33.00	-0.13	322.670	1.54	37.000	0
2015-09-01 09:52:33.00	-0.16	322.670	1.53	36.000	0
2015-09-01 10:22:33.00	-0.16	322.670	1.54	36.000	0
2015-09-01 10:52:33.00	-0.15	322.670	1.54	36.000	0
2015-09-01 11:22:33.00	-0.16	322.670	1.53	36.000	0
2015-09-01 11:52:33.00	-0.14	322.670	1.54	36.000	0
2015-09-01 12:22:33.00	-0.14	322.670	1.54	36.000	0
2015-09-01 12:52:33.00	-0.16	322.670	1.54	37.000	0
2015-09-01 13:22:33.00	-0.15	322.670	1.53	36.000	0
2015-09-01 13:52:33.00	-0.15	322.670	1.54	36.000	0
2015-09-01 14:22:33.00	-0.15	322.670	1.54	36.000	0
2015-09-01 14:52:33.00	-0.14	322.670	1.53	36.000	0
2015-09-01 17:22:33.00	-0.16	322.670	1.54	36.000	0
2015-09-01 17:52:33.00	-0.16	322.670	1.53	36.000	0
2015-09-01 18:22:33.00	-0.17	322.670	1.56	36.000	0
2015-09-01 18:52:33.00	-0.17	322.670	1.55	36.000	0
2015-09-01 19:22:33.00	-0.18	322.670	1.52	36.000	0
2015-09-01 19:52:33.00	-0.17	322.670	1.55	36.000	0
2015-09-01 20:22:33.00	-0.14	322.670	1.58	36.000	0
2015-09-01 20:52:33.00	-0.15	322.670	1.54	37.000	0
2015-09-01 21:22:33.00	-0.14	322.670	1.53	36.000	0
2015-09-01 21:52:33.00	-0.15	322.670	1.52	36.000	0
2015-09-01 22:22:33.00	-0.14	322.670	1.56	36.000	0
2015-09-01 22:52:33.00	-0.12	322.670	1.52	36.000	0
2015-09-01 23:22:33.00	-0.14	322.670	1.54	37.000	0
2015-09-01 23:52:33.00	-0.17	322.670	1.54	37.000	0
2015-09-02 00:22:33.00	-0.14	322.670	1.55	37.000	0
2015-09-02 00:52:33.00	-0.14	322.670	1.53	36.000	0
2015-09-02 01:22:33.00	-0.12	322.670	1.54	37.000	0
2015-09-02 01:52:33.00	-0.12	322.670	1.54	36.000	0
2015-09-02 02:22:33.00	-0.14	322.670	1.55	36.000	0
2015-09-02 02:52:33.00	-0.16	322.670	1.54	36.000	0
2015-09-02 03:22:33.00	-0.16	322.670	1.56	37.000	0
2015-09-02 03:52:33.00	-0.13	322.670	1.55	36.000	0
2015-09-02 04:22:33.00	-0.15	322.670	1.53	37.000	0
2015-09-02 04:52:33.00	-0.17	322.670	1.55	36.000	0
2015-09-02 07:22:33.00	-0.13	322.670	1.55	36.000	0
2015-09-02 07:52:33.00	-0.14	322.670	1.54	36.000	0
2015-09-02 08:22:33.00	-0.15	322.670	1.52	36.000	0
2015-09-02 08:52:33.00	-0.13	322.670	1.54	36.000	0
2015-09-02 09:22:33.00	-0.14	322.670	1.55	36.000	0
2015-09-02 09:52:33.00	-0.13	322.670	1.56	36.000	0
2015-09-02 10:22:33.00	-0.16	322.670	1.53	36.000	0
2015-09-02 10:52:33.00	-0.13	322.670	1.54	36.000	0
2015-09-02 11:22:33.00	-0.14	322.670	1.55	36.000	0
2015-09-02 11:52:33.00	-0.16	322.670	1.52	36.000	0
2015-09-02 12:22:33.00	-0.15	322.670	1.56	37.000	0
2015-09-02 12:52:33.00	-0.14	322.670	1.54	36.000	0
2015-09-02 13:22:33.00	-0.11	322.670	1.55	36.000	0
2015-09-02 13:52:33.00	-0.14	322.670	1.56	36.000	0
2015-09-02 14:22:33.00	-0.14	322.670	1.57	37.000	0
2015-09-02 14:52:33.00	-0.15	322.670	1.55	36.000	0
2015-09-02 15:22:33.00	-0.13	322.670	1.54	36.000	0
2015-09-02 15:52:33.00	-0.15	322.670	1.53	36.000	0
2015-09-02 16:22:33.00	-0.14	322.670	1.53	36.000	0
2015-09-02 16:52:33.00	-0.14	322.670	1.55	37.000	0
2015-09-02 17:22:33.00	-0.15	322.670	1.56	37.000	0
2015-09-02 17:52:33.00	-0.15	322.670	1.57	36.000	0
2015-09-02 18:22:33.00	-0.18	322.670	1.55	36.000	0
2015-09-02 18:52:33.00	-0.16	322.670	1.54	36.000	0
2015-09-02 19:22:33.00	-0.16	322.670	1.56	36.000	0
2015-09-02 19:52:33.00	-0.13	322.670	1.55	37.000	0
2015-09-02 20:22:33.00	-0.13	322.670	1.55	36.000	0
2015-09-02 20:52:33.00	-0.16	322.670	1.55	37.000	0
2015-09-03 01:22:33.00	-0.15	322.670	1.54	36.000	0
2015-09-03 01:52:33.00	-0.15	322.670	1.56	36.000	0
2015-09-03 02:22:33.00	-0.16	322.670	1.55	36.000	0
2015-09-03 02:52:33.00	-0.14	322.670	1.55	37.000	0
2015-09-03 03:22:33.00	-0.15	322.670	1.55	37.000	0
2015-09-03 03:52:33.00	-0.17	322.670	1.52	36.000	0
2015-09-03 04:22:33.00	-0.18	322.670	1.54	37.000	0
2015-09-03 04:52:33.00	-0.17	322.670	1.56	36.000	0
2015-09-03 05:22:33.00	-0.14	322.670	1.55	37.000	0
2015-09-03 05:52:33.00	-0.14	322.670	1.53	36.000	0
2015-09-03 06:22:33.00	-0.15	322.670	1.55	36.000	0
2015-09-03 06:52:33.00	-0.15	322.670	1.54	37.000	0
2015-09-03 07:22:33.00	-0.14	322.670	1.55	37.000	0
2015-09-03 07:52:33.00	-0.16	322.670	1.52	37.000	0
2015-09-03 08:22:33.00	-0.17	322.670	1.54	37.000	0
2015-09-03 08:52:33.00	-0.15	322.670	1.55	36.000	0
2015-09-03 11:22:33.00	-0.18	322.670	1.54	37.000	0
2015-09-03 11:52:33.00	-0.15	322.670	1.55	37.000	0
2015-09-03 12:22:33.00	-0.16	322.670	1.56	37.000	0
2015-09-03 12:52:33.00	-0.17	322.670	1.56	36.000	0
2015-09-03 13:22:33.00	-0.17	322.670	1.56	37.000	0
2015-09-03 13:52:33.00	-0.16	322.670	1.55	36.000	0
2015-09-03 14:22:33.00	-0.17	322.670	1.56	37.000	0
2015-09-03 14:52:33.00	-0.18	322.670	1.55	36.000	0
2015-09-04 03:22:33.00	-0.13	322.670	1.53	36.000	0
2015-09-04 03:52:33.00	-0.12	322.670	1.53	37.000	0
2015-09-04 04:22:33.00	-0.11	322.670	1.56	36.000	0
2015-09-04 04:52:33.00	-0.13	322.670	1.55	37.000	0
2015-09-04 07:22:33.00	-0.10	322.670	1.55	36.000	0
2015-09-04 07:52:33.00	-0.10	322.670	1.55	37.000	0
2015-09-04 08:22:33.00	-0.14	322.670	1.52	36.000	0
2015-09-04 08:52:33.00	-0.08	322.670	1.54	36.000	0
2015-09-04 09:22:33.00	-0.09	322.670	1.55	37.000	0
2015-09-04 09:52:33.00	-0.10	322.670	1.54	37.000	0
2015-09-04 10:22:33.00	-0.09	322.670	1.57	36.000	0
2015-09-04 10:52:33.00	-0.09	322.670	1.56	36.000	0
2015-09-04 11:22:33.00	-0.10	322.670	1.55	37.000	0
2015-09-04 11:52:33.00	-0.08	322.670	1.55	36.000	0
2015-09-04 12:22:33.00	-0.11	322.670	1.54	37.000	0
2015-09-04 12:52:33.00	-0.08	322.670	1.53	36.000	0
2015-09-04 13:22:33.00	-0.10	322.670	1.54	36.000	0
2015-09-04 13:52:33.00	-0.08	322.670	1.53	36.000	0
2015-09-04 14:22:33.00	-0.09	322.670	1.54	36.000	0
2015-09-04 14:52:33.00	-0.09	322.670	1.55	36.000	0
2015-09-04 19:22:33.00	-0.06	322.670	1.52	37.000	0
2015-09-04 19:52:33.00	-0.06	322.670	1.53	36.000	0
2015-09-04 20:22:33.00	-0.06	322.670	1.55	37.000	0
2015-09-04 20:52:33.00	-0.07	322.670	1.54	37.000	0
2015-09-04 21:22:33.00	-0.07	322.670	1.55	36.000	0
2015-09-04 21:52:33.00	-0.06	322.670	1.53	36.000	0
2015-09-04 22:22:33.00	-0.06	322.670	1.57	37.000	0
2015-09-04 22:52:33.00	-0.06	322.670	1.57	37.000	0
2015-09-04 23:22:33.00	-0.06	322.670	1.52	36.000	0
2015-09-04 23:52:33.00	-0.07	322.670	1.53	36.000	0
2015-09-05 00:22:33.00	-0.05	322.670	1.55	37.000	0
2015-09-05 00:52:33.00	-0.09	322.670	1.52	37.000	0
2015-09-05 03:22:33.00	-0.04	322.670	1.54	37.000	0
2015-09-05 03:52:33.00	-0.03	322.670	1.56	36.000	0
2015-09-05 04:22:33.00	-0.06	322.670	1.57	37.000	0
2015-09-05 04:52:33.00	-0.05	322.670	1.54	36.000	0
2015-09-05 05:22:33.00	-0.04	322.670	1.53	37.000	0
2015-09-05 05:52:33.00	-0.03	322.670	1.52	36.000	0
2015-09-05 06:22:33.00	-0.05	322.670	1.52	36.000	0
2015-09-05 06:52:33.00	-0.03	322.670	1.53	37.000	0
2015-09-05 07:22:33.00	-0.05	322.670	1.53	37.000	0
2015-09-05 07:52:33.00	-0.03	322.670	1.56	37.000	0
2015-09-05 08:22:33.00	0.00	322.670	1.53	37.000	0
2015-09-05 08:52:33.00	-0.03	322.670	1.53	36.000	0
2015-09-05 09:22:33.00	-0.03	322.670	1.55	37.000	0
2015-09-05 09:52:33.00	-0.05	322.670	1.51	37.000	0
2015-09-05 10:22:33.00	-0.04	322.670	1.54	37.000	0
2015-09-05 10:52:33.00	-0.04	322.670	1.55	36.000	0
2015-09-05 21:22:33.00	-0.01	322.670	1.57	36.000	0
2015-09-05 21:52:33.00	-0.03	322.670	1.53	36.000	0
2015-09-05 22:22:33.00	-0.03	322.670	1.54	37.000	0
2015-09-05 22:52:33.00	0.01	322.670	1.55	36.000	0
2015-09-05 23:22:33.00	-0.01	322.670	1.56	36.000	0
2015-09-05 23:52:33.00	-0.03	322.670	1.56	36.000	0
2015-09-06 00:22:33.00	-0.02	322.670	1.57	36.000	0
2015-09-06 00:52:33.00	0.00	322.670	1.53	37.000	0
2015-09-06 01:22:33.00	0.03	322.670	1.55	37.000	0
2015-09-06 01:52:33.00	0.00	322.670	1.53	36.000	0
2015-09-06 02:22:33.00	-0.02	322.670	1.55	36.000	0
2015-09-06 02:52:33.00	0.00	322.670	1.54	36.000	0
2015-09-06 03:22:33.00	-0.01	322.670	1.53	37.000	0
2015-09-06 03:52:33.00	-0.02	322.670	1.53	36.000	0
2015-09-06 04:22:33.00	0.02	322.670	1.56	37.000	0
2015-09-06 04:52:33.00	-0.03	322.670	1.57	37.000	0
2015-09-06 05:22:33.00	-0.01	322.670	1.54	36.000	0
2015-09-06 05:52:33.00	0.02	322.670	1.55	36.000	0
2015-09-06 06:22:33.00	-0.03	322.670	1.53	37.000	0
2015-09-06 06:52:33.00	-0.01	322.670	1.54	37.000	0
2015-09-06 07:22:33.00	0.01	322.670	1.55	36.000	0
2015-09-06 07:52:33.00	-0.01	322.670	1.53	37.000	0
2015-09-06 08:22:33.00	-0.01	322.670	1.56	37.000	0
2015-09-06 08:52:33.00	-0.02	322.670	1.56	36.000	0
2015-09-06 11:22:33.00	-0.01	322.670	1.55	36.000	0
2015-09-06 11:52:33.00	-0.01	322.670	1.54	37.000	0
2015-09-06 12:22:33.00	-0.01	322.670	1.54	37.000	0
2015-09-06 12:52:33.00	0.01	322.670	1.53	37.000	0
2015-09-06 13:22:33.00	0.01	322.670	1.53	36.000	0
2015-09-06 13:52:33.00	-0.02	322.670	1.53	37.000	0
2015-09-06 14:22:33.00	-0.02	322.670	1.55	37.000	0
2015-09-06 14:52:33.00	0.02	322.670	1.54	37.000	0
2015-09-06 15:22:33.00	-0.01	322.670	1.55	36.000	0
2015-09-06 15:52:33.00	0.00	322.670	1.55	37.000	0
2015-09-06 16:22:33.00	-0.02	322.670	1.53	36.000	0
2015-09-06 16:52:33.00	-0.01	322.670	1.54	37.000	0
2015-09-06 19:22:33.00	0.00	322.670	1.54	37.000	0
2015-09-06 19:52:33.00	0.01	322.670	1.55	36.000	0
2015-09-06 20:22:33.00	-0.01	322.670	1.57	37.000	0
2015-09-06 20:52:33.00	0.00	322.670	1.55	37.000	0
2015-09-06 23:22:33.00	0.00	322.670	1.55	36.000	0
2015-09-06 23:52:33.00	-0.01	322.670	1.55	37.000	0
2015-09-07 00:22:33.00	0.02	322.670	1.54	37.000	0
2015-09-07 00:52:33.00	0.01	322.670	1.55	36.000	0
2015-09-07 05:22:33.00	0.00	322.670	1.56	36.000	0
2015-09-07 05:52:33.00	-0.01	322.670	1.55	37.000	0
2015-09-07 06:22:33.00	-0.02	322.670	1.56	37.000	0
2015-09-07 06:52:33.00	-0.01	322.670	1.56	37.000	0
2015-09-07 07:22:33.00	0.00	322.670	1.57	37.000	0
2015-09-07 07:52:33.00	0.00	322.670	1.55	36.000	0
2015-09-07 08:22:33.00	-0.02	322.670	1.56	36.000	0
2015-09-07 08:52:33.00	0.01	322.670	1.51	37.000	0
2015-09-07 09:22:33.00	-0.02	322.670	1.53	36.000	0
2015-09-07 09:52:33.00	-0.01	322.670	1.56	37.000	0
2015-09-07 10:22:33.00	0.02	322.670	1.54	37.000	0
2015-09-07 10:52:33.00	-0.02	322.670	1.54	36.000	0
2015-09-07 17:22:33.00	-0.03	322.670	1.52	37.000	0
2015-09-07 17:52:33.00	0.00	322.670	1.55	37.000	0
2015-09-07 18:22:33.00	-0.02	322.670	1.56	36.000	0
2015-09-07 18:52:33.00	-0.02	322.670	1.53	37.000	0
2015-09-07 19:22:33.00	-0.02	322.670	1.55	36.000	0
2015-09-07 19:52:33.00	0.00	322.670	1.53	37.000	0
2015-09-07 20:22:33.00	-0.02	322.670	1.55	36.000	0
2015-09-07 20:52:33.00	0.02	322.670	1.55	37.000	0
2015-09-08 05:22:33.00	0.00	322.670	1.53	37.000	0
2015-09-08 05:52:33.00	0.00	322.670	1.53	37.000	0
2015-09-08 06:22:33.00	-0.01	322.670	1.52	37.000	0
2015-09-08 06:52:33.00	-0.01	322.670	1.57	37.000	0
2015-09-08 07:22:33.00	-0.02	322.670	1.54	36.000	0
2015-09-08 07:52:33.00	0.02	322.670	1.56	37.000	0
2015-09-08 08:22:33.00	0.01	322.670	1.56	36.000	0
2015-09-08 08:52:33.00	-0.01	322.670	1.55	36.000	0
2015-09-08 09:22:33.00	0.01	322.670	1.54	37.000	0
2015-09-08 09:52:33.00	0.02	322.670	1.55	37.000	0
2015-09-08 10:22:33.00	0.01	322.670	1.54	37.000	0
2015-09-08 10:52:33.00	0.00	322.670	1.55	37.000	0
2015-09-08 11:22:33.00	0.02	322.670	1.57	36.000	0
2015-09-08 11:52:33.00	0.00	322.670	1.55	37.000	0
2015-09-08 12:22:33.00	0.01	322.670	1.55	37.000	0
2015-09-08 12:52:33.00	0.03	322.670	1.55	37.000	0
2015-09-08 13:22:33.00	0.02	322.670	1.52	36.000	0
2015-09-08 13:52:33.00	0.02	322.670	1.53	37.000	0
2015-09-08 14:22:33.00	0.02	322.670	1.54	36.000	0
2015-09-08 14:52:33.00	0.02	322.670	1.56	37.000	0
2015-09-08 15:22:33.00	0.00	322.670	1.54	37.000	0
2015-09-08 15:52:33.00	0.03	322.670	1.57	37.000	0
2015-09-08 16:22:33.00	0.02	322.670	1.56	37.000	0
2015-09-08 16:52:33.00	0.03	322.670	1.56	36.000	0
2015-09-08 17:22:33.00	0.03	322.670	1.56	37.000	0
2015-09-08 17:52:33.00	0.01	322.670	1.53	36.000	0
2015-09-08 18:22:33.00	0.01	322.670	1.54	37.000	0
2015-09-08 18:52:33.00	-0.01	322.670	1.56	36.000	0
2015-09-08 19:22:33.00	0.02	322.670	1.56	37.000	0
2015-09-08 19:52:33.00	0.01	322.670	1.57	37.000	0
2015-09-08 20:22:33.00	0.02	322.670	1.52	37.000	0
2015-09-08 20:52:33.00	0.02	322.670	1.56	37.000	0
2015-09-08 21:22:33.00	0.02	322.670	1.56	37.000	0
2015-09-08 21:52:33.00	0.05	322.670	1.57	37.000	0
2015-09-08 22:22:33.00	0.02	322.670	1.54	37.000	0
2015-09-08 22:52:33.00	0.01	322.670	1.56	37.000	0
2015-09-08 23:22:33.00	0.01	322.670	1.54	36.000	0
2015-09-08 23:52:33.00	0.03	322.670	1.55	37.000	0
2015-09-09 00:22:33.00	0.04	322.670	1.55	37.000	0
2015-09-09 00:52:33.00	0.01	322.670	1.55	36.000	0
2015-09-09 03:22:33.00	0.00	322.670	1.56	36.000	0
2015-09-09 03:52:33.00	0.03	322.670	1.56	37.000	0
2015-09-09 04:22:33.00	0.02	322.670	1.54	37.000	0
2015-09-09 04:52:33.00	0.01	322.670	1.56	37.000	0
2015-09-09 05:22:33.00	0.01	322.670	1.54	37.000	0
2015-09-09 05:52:33.00	0.06	322.670	1.56	37.000	0
2015-09-09 06:22:33.00	0.03	322.670	1.54	37.000	0
2015-09-09 06:52:33.00	0.01	322.670	1.56	37.000	0
2015-09-09 15:22:33.00	0.03	322.670	1.56	37.000	0
2015-09-09 15:52:33.00	0.06	322.670	1.54	37.000	0
2015-09-09 16:22:33.00	0.03	322.670	1.56	37.000	0
2015-09-09 16:52:33.00	0.02	322.670	1.54	37.000	0
2015-09-09 17:22:33.00	0.03	322.670	1.56	37.000	0
2015-09-09 17:52:33.00	0.01	322.670	1.56	37.000	0
2015-09-09 18:22:33.00	0.02	322.670	1.54	37.000	0
2015-09-09 18:52:33.00	0.00	322.670	1.56	37.000	0
2015-09-09 19:22:33.00	0.02	322.670	1.56	37.000	0
2015-09-09 19:52:33.00	0.02	322.670	1.56	37.000	0
2015-09-09 20:22:33.00	0.04	322.670	1.55	37.000	0
2015-09-09 20:52:33.00	0.02	322.670	1.56	37.000	0
2015-09-10 01:22:33.00	0.00	322.670	1.55	36.000	0
2015-09-10 01:52:33.00	0.02	322.670	1.58	37.000	0
2015-09-10 02:22:33.00	0.04	322.670	1.55	37.000	0
2015-09-10 02:52:33.00	0.06	322.670	1.56	37.000	0
2015-09-10 03:22:33.00	0.02	322.670	1.53	37.000	0
2015-09-10 03:52:33.00	0.01	322.670	1.57	37.000	0
2015-09-10 04:22:33.00	0.02	322.670	1.57	37.000	0
2015-09-10 04:52:33.00	0.02	322.670	1.56	37.000	0
2015-09-10 05:22:33.00	0.02	322.670	1.58	37.000	0
2015-09-10 05:52:33.00	0.03	322.670	1.56	37.000	0
2015-09-10 06:22:33.00	0.03	322.670	1.55	37.000	0
2015-09-10 06:52:33.00	0.06	322.670	1.56	37.000	0
2015-09-10 07:22:33.00	0.03	322.670	1.54	37.000	0
2015-09-10 07:52:33.00	0.05	322.670	1.55	37.000	0
2015-09-10 08:22:33.00	0.03	322.670	1.56	36.000	0
2015-09-10 08:52:33.00	0.00	322.670	1.56	37.000	0
2015-09-10 09:22:33.00	0.06	322.670	1.55	37.000	0
2015-09-10 09:52:33.00	0.00	322.670	1.55	37.000	0
2015-09-10 10:22:33.00	0.08	322.670	1.56	37.000	0
2015-09-10 10:52:33.00	0.06	322.670	1.55	37.000	0
2015-09-10 11:22:33.00	0.06	322.670	1.56	37.000	0
2015-09-10 11:52:33.00	0.08	322.670	1.55	37.000	0
2015-09-10 12:22:33.00	0.06	322.670	1.55	37.000	0
2015-09-10 12:52:33.00	0.06	322.670	1.54	37.000	0
2015-09-10 13:22:33.00	0.06	322.670	1.57	37.000	0
2015-09-10 13:52:33.00	0.06	322.670	1.57	37.000	0
2015-09-10 14:22:33.00	0.08	322.670	1.54	36.000	0
2015-09-10 14:52:33.00	0.06	322.670	1.54	37.000	0
2015-09-10 15:22:33.00	0.06	322.670	1.54	36.000	0
2015-09-10 15:52:33.00	0.06	322.670	1.56	37.000	0
2015-09-10 16:22:33.00	0.06	322.670	1.58	37.000	0
2015-09-10 16:52:33.00	0.05	322.670	1.55	37.000	0
2015-09-10 19:22:33.00	0.06	322.670	1.57	37.000	0
2015-09-10 19:52:33.00	0.04	322.670	1.58	37.000	0
2015-09-10 20:22:33.00	0.06	322.670	1.54	37.000	0
2015-09-10 20:52:33.00	0.06	322.670	1.55	36.000	0
2015-09-10 21:22:33.00	0.05	322.670	1.57	37.000	0
2015-09-10 21:52:33.00	0.05	322.670	1.55	37.000	0
2015-09-10 22:22:33.00	0.06	322.670	1.56	37.000	0
2015-09-10 22:52:33.00	0.06	322.670	1.54	37.000	0
2015-09-11 05:22:33.00	0.03	322.670	1.55	37.000	0
2015-09-11 05:52:33.00	0.01	322.670	1.54	37.000	0
2015-09-11 06:22:33.00	0.04	322.670	1.55	37.000	0
2015-09-11 06:52:33.00	0.00	322.670	1.55	36.000	0
2015-09-11 09:22:33.00	0.00	322.670	1.55	37.000	0
2015-09-11 09:52:33.00	-0.01	322.670	1.54	37.000	0
2015-09-11 10:22:33.00	0.00	322.670	1.54	37.000	0
2015-09-11 10:52:33.00	0.00	322.670	1.56	37.000	0
2015-09-11 11:22:33.00	0.00	322.670	1.55	37.000	0
2015-09-11 11:52:33.00	-0.01	322.670	1.59	37.000	0
2015-09-11 12:22:33.00	-0.02	322.670	1.56	37.000	0
2015-09-11 12:52:33.00	-0.01	322.670	1.58	37.000	0
2015-09-11 13:22:33.00	-0.03	322.670	1.56	37.000	0
2015-09-11 13:52:33.00	0.01	322.670	1.56	37.000	0
2015-09-11 14:22:33.00	-0.02	322.670	1.56	37.000	0
2015-09-11 14:52:33.00	-0.05	322.670	1.57	37.000	0
2015-09-11 15:22:33.00	-0.05	322.670	1.54	37.000	0
2015-09-11 15:52:33.00	-0.04	322.670	1.56	37.000	0
2015-09-11 16:22:33.00	-0.07	322.670	1.57	37.000	0
2015-09-11 16:52:33.00	-0.07	322.670	1.54	37.000	0
2015-09-11 17:22:33.00	-0.06	322.670	1.56	37.000	0
2015-09-11 17:52:33.00	-0.08	322.670	1.56	37.000	0
2015-09-11 18:22:33.00	-0.06	322.670	1.57	37.000	0
2015-09-11 18:52:33.00	-0.06	322.670	1.56	37.000	0
2015-09-11 19:22:33.00	-0.06	322.670	1.57	37.000	0
2015-09-11 19:52:33.00	-0.07	322.670	1.54	37.000	0
2015-09-11 20:22:33.00	-0.06	322.670	1.55	37.000	0
2015-09-11 20:52:33.00	-0.08	322.670	1.57	37.000	0
2015-09-12 01:22:33.00	-0.08	322.670	1.54	37.000	0
2015-09-12 01:52:33.00	-0.12	322.670	1.55	37.000	0
2015-09-12 02:22:33.00	-0.09	322.670	1.57	37.000	0
2015-09-12 02:52:33.00	-0.13	322.670	1.59	37.000	0
2015-09-12 05:22:33.00	-0.11	322.670	1.58	36.000	0
2015-09-12 05:52:33.00	-0.15	322.670	1.56	37.000	0
2015-09-12 06:22:33.00	-0.11	322.670	1.59	37.000	0
2015-09-12 06:52:33.00	-0.15	322.670	1.54	37.000	0
2015-09-12 07:22:33.00	-0.13	322.670	1.57	37.000	0
2015-09-12 07:52:33.00	-0.14	322.670	1.58	37.000	0
2015-09-12 08:22:33.00	-0.13	322.670	1.58	37.000	0
2015-09-12 08:52:33.00	-0.13	322.670	1.55	37.000	0
2015-09-12 09:22:33.00	-0.15	322.670	1.55	37.000	0
2015-09-12 09:52:33.00	-0.15	322.670	1.56	37.000	0
2015-09-12 10:22:33.00	-0.14	322.670	1.57	37.000	0
2015-09-12 10:52:33.00	-0.15	322.670	1.56	37.000	0
2015-09-12 11:22:33.00	-0.15	322.670	1.57	37.000	0
2015-09-12 11:52:33.00	-0.17	322.670	1.58	37.000	0
2015-09-12 12:22:33.00	-0.15	322.670	1.57	37.000	0
2015-09-12 12:52:33.00	-0.16	322.670	1.54	37.000	0
2015-09-12 15:22:33.00	-0.19	322.670	1.55	37.000	0
2015-09-12 15:52:33.00	-0.18	322.670	1.52	37.000	0
2015-09-12 16:22:33.00	-0.17	322.670	1.56	37.000	0
2015-09-12 16:52:33.00	-0.16	322.670	1.56	37.000	0
2015-09-12 23:22:33.00	-0.20	322.670	1.58	37.000	0
2015-09-12 23:52:33.00	-0.19	322.670	1.56	37.000	0
2015-09-13 00:22:33.00	-0.18	322.670	1.56	37.000	0
2015-09-13 00:52:33.00	-0.18	322.670	1.58	37.000	0
2015-09-13 03:22:33.00	-0.20	322.670	1.57	37.000	0
2015-09-13 03:52:33.00	-0.20	322.670	1.57	37.000	0
2015-09-13 04:22:33.00	-0.20	322.670	1.56	37.000	0
2015-09-13 04:52:33.00	-0.20	322.670	1.58	37.000	0
2015-09-13 05:22:33.00	-0.23	322.670	1.55	37.000	0
2015-09-13 05:52:33.00	-0.22	322.670	1.59	37.000	0
2015-09-13 06:22:33.00	-0.21	322.670	1.58	37.000	0
2015-09-13 06:52:33.00	-0.23	322.670	1.56	37.000	0
2015-09-13 09:22:33.00	-0.24	322.670	1.57	37.000	0
2015-09-13 09:52:33.00	-0.21	322.670	1.56	37.000	0
2015-09-13 10:22:33.00	-0.24	322.670	1.55	37.000	0
2015-09-13 10:52:33.00	-0.23	322.670	1.56	37.000	0
2015-09-13 19:22:33.00	-0.23	322.670	1.54	37.000	0
2015-09-13 19:52:33.00	-0.22	322.670	1.56	37.000	0
2015-09-13 20:22:33.00	-0.22	322.670	1.55	37.000	0
2015-09-13 20:52:33.00	-0.21	322.670	1.57	37.000	0
2015-09-13 21:22:33.00	-0.20	322.670	1.59	37.000	0
2015-09-13 21:52:33.00	-0.23	322.670	1.56	37.000	0
2015-09-13 22:22:33.00	-0.21	322.670	1.57	37.000	0
2015-09-13 22:52:33.00	-0.22	322.670	1.56	37.000	0
2015-09-13 23:22:33.00	-0.22	322.670	1.59	37.000	0
2015-09-13 23:52:33.00	-0.23	322.670	1.57	37.000	0
2015-09-14 00:22:33.00	-0.24	322.670	1.54	37.000	0
2015-09-14 00:52:33.00	-0.21	322.670	1.57	37.000	0
2015-09-14 01:22:33.00	-0.20	322.670	1.55	37.000	0
2015-09-14 01:52:33.00	-0.20	322.670	1.56	37.000	0
2015-09-14 02:22:33.00	-0.23	322.670	1.54	37.000	0
2015-09-14 02:52:33.00	-0.25	322.670	1.56	37.000	0
2015-09-14 17:22:33.00	-0.23	322.670	1.6	37.000	0
2015-09-14 17:52:33.00	-0.25	322.670	1.55	37.000	0
2015-09-14 18:22:33.00	-0.24	322.670	1.57	37.000	0
2015-09-14 18:52:33.00	-0.24	322.670	1.57	37.000	0
2015-09-14 21:22:33.00	-0.24	322.670	1.58	37.000	0
2015-09-14 21:52:33.00	-0.24	322.670	1.55	37.000	0
2015-09-14 22:22:33.00	-0.23	322.670	1.56	37.000	0
2015-09-14 22:52:33.00	-0.22	322.670	1.57	37.000	0
2015-09-14 23:22:33.00	-0.25	322.670	1.58	37.000	0
2015-09-14 23:52:33.00	-0.22	322.670	1.56	37.000	0
2015-09-15 00:22:33.00	-0.24	322.670	1.56	37.000	0
2015-09-15 00:52:33.00	-0.23	322.670	1.55	37.000	0
2015-09-15 05:22:33.00	-0.23	322.670	1.56	37.000	0
